Code,Indicator Name,Long definition,Source
WP14890.9,"Debit card used in the past year, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14890.2,"Debit card used in the past year, male (% age 15+) [w2]","Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14890.5,"Debit card used in the past year, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14890.6,"Debit card used in the past year, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14890.10,"Debit card used in the past year, rural (% age 15+) [w2]","Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14890.7,"Debit card used in the past year, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14890.4,"Debit card used in the past year, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP_time_02.3,"Debit card, female (% age 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (female, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.3,"Debit card, female (% age 15+) [w1]","Denotes the percentage of respondents with a debit card (female, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.3,"Debit card, female (% age 15+) [w2]","Denotes the percentage of respondents with a debit card (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.8,"Debit card, income, poorest 40% (% ages 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (income, poorest 40%, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.8,"Debit card, income, poorest 40% (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (income, poorest 40%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.8,"Debit card, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents with a debit card (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.9,"Debit card, income, richest 60% (% ages 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (income, richest 60%, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.9,"Debit card, income, richest 60% (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (income, richest 60%, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.9,"Debit card, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents with a debit card (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.2,"Debit card, male (% age 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (male, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.2,"Debit card, male (% age 15+) [w1]","Denotes the percentage of respondents with a debit card (male, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.2,"Debit card, male (% age 15+) [w2]","Denotes the percentage of respondents with a debit card (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.5,"Debit card, older adults (% ages 25+) [ts]",Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (% age 25+). [ts: data are available for multiple waves].,"Demirguc-Kunt et al., 2015"
WP11626.5,"Debit card, older adults (% ages 25+) [w1]",Denotes the percentage of respondents with a debit card (% age 25+). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP14888.5,"Debit card, older adults (% ages 25+) [w2]",Denotes the percentage of respondents with a debit card (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP_time_02.6,"Debit card, primary education or less (% ages 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (primary education or less, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.6,"Debit card, primary education or less (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (primary education or less, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.6,"Debit card, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents with a debit card (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP11626.10,"Debit card, rural (% age 15+) [w1]","Denotes the percentage of respondents with a debit card (rural, % age 15+ ). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.10,"Debit card, rural (% age 15+) [w2]","Denotes the percentage of respondents with a debit card (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.7,"Debit card, secondary education or more (% ages 15+) [ts]","Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (secondary education or more, % age 15+). [ts: data are available for multiple waves].","Demirguc-Kunt et al., 2015"
WP11626.7,"Debit card, secondary education or more (% ages 15+) [w1]","Denotes the percentage of respondents with a debit card (secondary education or more, % age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14888.7,"Debit card, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents with a debit card (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP_time_02.4,"Debit card, young adults (% ages 15-24) [ts]",Denotes the percentage of respondents who report having a debit card (see year-specific definitions for details) (% ages 15-24). [ts: data are available for multiple waves].,"Demirguc-Kunt et al., 2015"
WP11626.4,"Debit card, young adults (% ages 15-24) [w1]",Denotes the percentage of respondents with a debit card (% ages 15-24). [w1: data are available for wave 1].,"Demirguc-Kunt and Klapper, 2012"
WP14888.4,"Debit card, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents with a debit card (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP15156.1,"Deposit in the past year (% with an account, age 15+) [w2]","Denotes the percentage of respondents with an account at a bank or another type of financial institution who report one or more deposits into their account in the past 12 months. This includes cash or electronic deposits or any time money is transferred into the account by the respondent, an employer, or another person or institution (% with an account, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
